x,y
65,252
157,173
182,173
134,102
65,159
191,164
171,195
212,123
62,229
210,272
119,21
200,288
194,104
249,216
102,99
241,197
114,143
87,270
133,200
166,156
216,219
81,85
180,145
193,219
223,241
131,100
127,149
136,116
114,298
138,298
139,94
82,266
84,278
92,175
54,232
102,201
155,133
120,44
192,120
67,64
264,208
80,124
206,275
263,183
75,147
85,189
241,213
251,149
84,74
209,245
217,202
181,135
80,85
214,258
49,93
186,175
270,205
216,223
178,172
201,287
191,174
60,73
83,264
77,274
88,177
215,222
0,44
130,44
134,200
201,288
119,78
78,151
137,52
54,225
92,146
160,157
189,162
118,208
139,83
81,130
87,268
52,87
102,127
266,209
64,256
57,128
193,174
208,274
168,148
188,136
96,134
64,222
275,200
70,214
128,201
194,283
194,83
230,195
192,126
131,44
259,169
121,29
45,109
87,267
80,127
205,257
113,28
190,144
148,78
207,246
190,143
74,269
187,252
202,285
190,150
64,166
193,175
89,207
94,151
191,128
77,142
87,273
75,202
65,249
268,158
99,28
114,296
165,164
265,210
107,160
244,213
110,117
311,124
264,157
101,17
112,17
191,137
206,243
161,115
184,155
159,146
89,126
206,254
80,189
57,217
191,124
233,175
68,203
183,170
303,136
223,234
85,207
90,181
99,31
298,155
116,164
161,153
78,127
62,215
120,201
202,260
66,222
138,169
269,202
137,72
266,208
272,202
121,39
190,149
89,184
121,160
193,285
268,184
80,122
225,233
245,147
167,147
193,118
102,128
72,149
201,267
82,75
110,174
74,255
42,69
99,54
112,113
99,37
194,90
245,213
212,263
206,278
198,271
71,194
191,126
74,258
180,167
266,181
252,171
77,261
201,291
213,205
185,204
252,196
203,258
193,135
201,115
110,173
46,92
173,129
220,129
63,207
64,185
86,276
76,265
113,205
66,225
62,158
256,152
254,211
310,124
190,115
110,160
101,194
124,148
212,261
73,145
188,178
119,111
208,271
266,189
81,213
131,117
173,172
71,202
216,254
191,156
103,33
2,48
120,39
91,145
145,125
191,159
139,82
219,252
71,258
205,278
96,105
112,195
149,173
248,209
91,127
212,209
190,165
189,127
52,102
101,34
271,205
63,228
94,87
267,199
258,197
76,271
59,76
135,91
107,211
189,177
170,155
188,177
50,91
187,188
79,147
187,173
218,227
175,147
216,222
184,174
89,161
68,193
87,185
137,103
64,228
261,155
47,115
192,181
232,68
76,273
79,91
78,87
205,280
300,155
199,267
177,171
223,232
158,156
84,197
273,203
73,218
190,176
130,173
68,257
122,42
264,186
66,223
151,98
140,172
265,199
156,163
74,256
222,242
108,60
212,218
134,94
191,120
79,260
186,206
226,196
140,57
91,147
235,210
188,174
100,194
200,276
188,176
73,269
189,128
62,232
216,224
106,38
157,122
77,136
68,244
118,153
65,247
236,213
192,116
268,189
267,186
78,261
202,115
80,183
67,244
80,212
259,174
83,80
109,43
192,172
77,263
224,193
81,125
68,209
269,207
80,130
47,98
77,268
142,107
275,163
141,184
263,176
193,279
193,282
156,171
158,126
64,225
63,251
161,170
112,188
231,179
3,46
61,221
165,185
88,277
208,248
189,157
269,206
65,65
62,210
122,131
76,216
260,184
213,208
73,139
73,267
87,269
55,226
181,158
271,204
191,122
75,268
80,117
206,242
267,204
85,98
233,212
217,223
55,229
302,155
84,277
90,151
53,78
64,255
155,135
188,145
89,155
125,142
69,153
64,237
87,271
59,217
56,220
189,175
187,174
204,284
64,224
165,154
194,284
198,268
162,156
53,132
205,284
77,270
207,243
187,100
265,209
257,196
211,306
264,177
102,92
151,139
161,154
86,275
98,39
78,129
80,129
303,121
100,53
113,165
62,250
233,174
99,296
220,230
91,62
162,160
116,153
85,208
196,130
156,114
63,227
73,268
208,243
257,151
193,287
209,247
252,213
78,271
67,210
72,201
209,268
85,198
67,221
86,273
86,272
78,126
63,72
105,296
255,154
191,179
230,198
215,244
170,183
195,274
249,212
101,191
97,199
190,168
157,112
81,188
154,173
203,269
218,250
119,18
113,32
191,130
109,118
107,169
256,211
188,142
60,213
61,248
167,158
166,150
97,54
193,286
94,88
66,92
158,113
203,285
184,175
206,240
270,188
79,116
186,104
189,129
79,112
204,283
236,166
169,162
191,127
86,277
91,151
219,203
233,197
84,132
172,195
86,207
213,213
84,267
261,192
181,196
100,126
60,225
194,177
112,170
208,119
210,264
207,117
189,156
100,130
203,106
219,246
65,216
103,169
88,266
311,122
191,175
123,148
90,155
299,141
243,145
192,165
53,131
196,272
193,280
57,219
74,176
90,66
75,196
115,151
63,252
156,127
70,220
202,262
88,62
262,210
192,290
73,151
87,138
188,141
146,200
143,80
130,151
74,209
190,147
157,123
193,181
165,169
204,281
300,158
186,176
229,186
141,301
127,134
103,100
261,208
228,189
101,158
187,132
63,104
54,94
120,158
128,90
81,134
168,196
101,125
74,253
212,239
276,163
75,267
88,175
212,160
112,94
190,157
128,164
71,145
89,163
85,188
198,282
112,142
139,199
76,261
82,132
110,175
122,143
109,54
97,207
214,237
170,168
91,130
218,200
191,162
157,162
263,192
77,140
199,121
217,245
84,261
74,157
190,118
89,64
191,138
181,198
191,155
192,117
108,100
78,293
53,229
85,277
188,140
273,202
247,165
264,179
96,133
200,267
178,149
207,250
142,116
67,205
80,152
162,158
138,141
89,132
199,269
176,172
190,117
79,275
266,190
264,194
130,95
115,294
105,101
145,300
175,195
75,272
125,139
54,131
45,75
148,80
263,191
214,257
190,169
97,59
209,119
232,177
139,55
97,86
263,187
70,263
264,207
74,257
173,146
117,162
189,166
85,276
83,136
107,154
194,287
65,66
106,16
189,164
77,152
84,76
217,200
132,148
81,268
107,30
144,123
50,74
132,93
269,196
134,143
143,112
81,266
189,159
127,165
93,153
211,263
77,130
116,147
76,154
93,154
189,125
196,104
194,82
226,195
107,40
190,170
90,133
185,131
205,102
201,282
90,185
87,270
147,122
224,208
218,225
202,286
78,148
97,170
190,134
195,180
253,194
56,130
164,166
56,229
236,211
90,154
207,245
218,251
197,277
82,169
269,194
161,150
185,205
114,175
186,207
86,173
114,98
75,263
157,129
86,266
202,96
134,149
61,146
194,125
67,247
130,107
182,159
96,168
190,155
112,29
107,155
69,220
265,211
172,188
197,188
189,134
56,223
96,206
266,191
243,201
208,247
124,165
113,15
75,258
97,202
136,111
110,109
157,139
218,249
58,134
196,273
159,304
119,152
104,293
274,163
157,114
129,121
156,144
72,178
68,259
115,112
60,222
86,144
245,197
133,47
193,166
259,197
100,90
127,83
100,125
293,140
260,200
264,197
101,129
165,129
80,265
87,275
16,246
98,25
139,119
180,173
164,172
211,265
209,267
205,276
191,112
79,215
267,188
188,149
205,255
79,272
269,188
161,133
63,226
93,150
151,151
272,205
86,274
139,102
64,234
262,192
101,296
199,266
90,198
106,118
196,88
207,272
126,146
55,69
144,158
62,222
176,93
65,219
67,249
232,178
189,163
203,259
127,45
159,152
76,262
174,155
190,153
133,48
140,63
186,173
167,148
223,193
66,241
171,115
214,260
193,113
95,293
198,134
62,231
76,259
51,122
251,211
191,129
95,126
230,182
75,264
190,148
267,184
206,276
271,161
99,38
144,81
92,158
86,269
2,45
303,127
171,167
210,265
243,214
151,89
90,178
153,199
108,113
261,193
76,196
139,173
101,185
151,93
41,89
57,229
247,211
96,128
60,76
247,170
85,275
49,103
210,267
182,174
157,136
239,163
84,279
242,214
173,179
72,189
194,278
217,204
82,94
183,200
70,208
226,200
172,186
158,141
62,230
213,259
220,229
61,211
90,152
253,195
75,259
45,88
78,138
80,126
198,270
78,215
60,243
76,264
111,115
175,102
68,61
100,33
82,197
135,84
214,216
181,173
263,181
62,171
192,119
222,198
204,280
63,229
120,38
98,165
244,211
79,117
88,65
83,82
131,95
188,153
138,90
210,266
137,74
190,174
265,155
235,154
271,187
64,227
196,127
221,230
74,254
187,155
93,142
126,172
105,84
110,88
69,151
75,194
219,228
268,207
229,200
88,140
65,204
210,263
70,247
81,264
95,103
83,199
82,211
219,226
91,60
58,218
87,67
68,221
269,184
73,212
53,106
79,261
88,270
134,83
76,201
189,123
176,158
135,87
75,262
226,189
127,96
181,168
97,98
172,149
50,126
215,255
123,47
122,296
195,104
241,176
192,173
54,117
144,113
78,270
109,113
247,197
212,258
205,237
98,31
251,212
74,218
47,118
189,126
96,83
64,73
224,201
142,103
181,172
271,190
56,75
221,244
113,297
42,70
120,40
140,89
63,213
92,169
118,157
211,264
172,151
188,89
185,175
207,271
244,197
184,133
188,152
142,119
77,192
205,277
197,271
246,213
84,184
134,69
191,160
105,40
205,279
54,226
220,158
223,240
197,119
171,148
193,176
184,172
93,156
56,224
46,65
69,152
207,244
215,261
42,98
108,30
199,293
139,81
118,21
129,127
92,65
105,293
89,68
264,210
190,154
74,140
69,247
147,160
192,113
218,248
48,126
70,248
217,250
267,190
75,270
82,149
132,47
66,222
194,110
191,163
75,207
78,124
46,118
235,211
68,217
193,284
109,106
190,178
128,154
156,139
189,162
262,191
303,160
95,170
159,155
99,148
77,215
78,262
252,212
158,118
190,146
189,160
109,18
74,255
193,283
77,203
138,82
194,87
84,260
75,217
69,221
50,100
94,147
146,88
74,198
72,143
181,165
188,143
267,209
84,130
225,206
191,104
89,67
145,200
144,201
193,110
88,267
89,91
175,196
78,263
188,154
115,131
129,163
208,276
154,153
79,271
81,108
100,49
143,95
84,80
87,272
105,123
184,91
122,172
191,161
78,85
83,85
114,30
205,110
194,276
79,262
183,144
92,90
176,195
63,208
198,269
215,203
266,188
204,282
53,228
100,28
256,198
153,142
83,77
207,247
214,203
201,97
54,223
85,197
73,265
207,273
162,173
80,134
98,129
265,200
204,258
104,195
225,194
192,168
201,262
205,283
55,221
199,271
130,162
209,231
188,151
159,112
201,265
133,156
140,82
176,178
79,191
45,101
216,200
156,143
216,253
141,174
119,32
70,199
78,276
249,213
92,143
66,198
118,35
138,84
258,171
168,177
245,212
71,196
51,74
221,228
207,249
87,266
91,90
169,171
90,177
64,206
186,205
87,72
180,196
270,206
131,185
80,263
183,140
268,208
242,197
76,139
193,276
72,219
199,236
79,184
168,155
55,220
103,28
93,160
88,93
103,202
213,303
152,137
82,80
270,207
202,95
98,108
254,194
233,198
81,267
99,89
68,200
205,112
99,87
193,277
60,240
204,279
138,87
85,261
132,158
102,166
189,178
87,273
119,159
180,147
244,214
120,163
103,37
105,67
185,200
188,137
109,186
176,196
99,39
71,150
83,260
183,159
62,220
43,101
272,204
145,119
205,282
266,192
112,162
61,214
71,265
248,212
263,207
188,159
206,277
67,73
205,111
213,217
202,261
79,88
134,159
218,226
191,175
246,197
109,15
87,274
220,245
180,118
194,180
86,273
265,197
164,197
205,101
210,244
86,140
210,269
84,276
263,190
191,177
101,122
208,270
182,198
96,293
220,130
59,240
264,187
64,253
189,158
269,187
80,260
101,38
246,198
192,114
116,36
194,170
63,209
155,199
195,121
83,83
97,203
224,191
127,81
88,131
227,197
144,299
272,159
168,152
224,197
275,203
100,23
68,220
67,206
269,204
112,100
58,238
129,180
192,115
89,204
214,218
65,257
191,110
103,126
101,293
109,294
175,152
93,89
151,165
208,269
172,131
212,260
51,132
63,69
106,65
69,205
132,300
139,93
143,174
207,248
232,198
255,214
178,169
48,81
101,294
69,262
200,290
249,148
190,171
84,81
100,39
182,100
108,119
87,194
79,213
173,162
194,178
143,76
193,175
81,187
174,163
80,120
72,266
263,175
190,156
128,122
82,170
205,256
206,250
108,120
68,71
99,73
87,269
157,135
189,161
203,286
128,147
192,170
206,238
99,126
191,121
64,246
87,267
225,237
141,81
75,208
196,276
206,275
190,179
130,154
134,89
55,79
192,167
248,211
260,154
198,106
267,189
187,176
198,272
107,100
89,176
205,278
80,125
64,254
79,146
149,146
63,233
79,110
145,127
116,173
89,70
192,118
95,156
154,124
200,274
90,204
210,250
95,98
73,156
228,186
206,274
74,260
197,270
207,242
217,155
146,201
122,144
71,264
62,228
207,275
88,64
102,100
132,84
263,206
182,164
98,74
126,152
191,165
195,276
223,194
248,213
191,139
206,246
47,92
175,149
251,167
190,158
86,138
155,151
222,232
227,185
218,199
67,222
117,295
114,99
190,173
137,111
109,105
114,157
0,45
152,102
134,297
229,201
21,248
63,231
56,122
216,249
182,200
43,73
79,266
263,189
67,243
204,259
123,166
204,256
198,118
139,60
127,147
266,189
182,171
213,260
115,29
86,271
191,164
79,86
60,216
0,46
267,208
190,142
192,181
123,174
83,266
222,233
230,197
209,267
87,268
190,151
79,115
194,275
114,156
73,142
148,174
55,225
243,213
109,172
80,213
93,159
263,211
99,128
191,166
266,157
81,121
185,189
190,140
112,164
64,256
65,258
247,213
112,13
112,176
205,108
271,205
191,179
63,214
171,145
160,115
58,223
74,145
172,146
208,251
199,270
257,194
130,43
84,209
199,280
76,156
155,126
130,97
262,182
189,121
168,154
122,146
189,137
148,110
172,171
137,110
128,125
82,164
251,196
189,210
212,261
224,235
195,181
212,208
46,88
152,149
241,174
164,171
193,117
66,223
60,224
79,200
232,197
78,189
86,274
209,165
157,138
107,93
60,217
79,270
244,171
74,217
65,223
100,35
134,53
71,219
253,208
83,181
46,97
217,224
89,162
253,215
191,157
116,159
264,211
91,162
301,158
86,139
95,138
196,91
76,216
255,203
245,214
192,180
73,270
62,249
141,57
207,252
219,247
206,253
234,204
203,271
183,173
87,146
144,159
180,172
174,147
63,212
183,174
63,254
2,45
106,298
265,188
136,91
49,86
115,123
81,212
195,282
240,214
153,302
80,208
102,143
75,266
61,249
110,145
139,129
197,286
140,108
200,264
113,141
158,160
101,17
152,187
204,257
104,40
188,156
196,274
206,291
250,213
214,256
46,114
192,174
132,95
64,152
73,254
86,268
91,91
279,163
70,71
191,119
190,135
131,89
185,277
97,200
194,283
1,46
132,146
192,171
117,34
190,131
179,139
110,147
141,105
129,120
220,228
94,58
194,179
193,278
252,211
107,96
96,142
90,157
94,137
248,199
0,45
135,106
62,227
204,268
139,174
114,155
51,110
91,175
204,285
109,28
264,188
86,264
211,262
46,107
223,208
111,166
213,214
68,65
193,177
196,179
80,103
79,267
267,191
127,97
201,118
195,221
231,180
212,262
218,253
78,266
205,253
213,207
47,88
302,157
63,230
101,82
93,141
192,169
155,134
179,172
75,261
154,168
214,258
234,154
113,294
107,297
130,90
188,148
213,258
109,170
161,151
191,167
253,196
139,88
44,100
163,159
145,188
52,76
167,172
73,218
128,99
190,132
86,128
102,24
263,191
161,149
43,70
76,138
170,148
240,177
78,277
259,212
63,225
72,179
90,91
87,66
78,133
189,165
262,193
165,173
190,149
134,81
148,156
204,234
265,192
68,215
110,174
105,73
247,147
201,98
79,214
166,152
98,200
94,154
192,94
88,146
153,173
93,152
120,156
80,123
141,117
206,239
138,162
86,275
43,69
107,110
241,212
73,146
130,87
0,47
213,259
188,147
86,129
259,172
233,213
73,204
191,111
179,171
216,221
140,298
81,116
155,153
100,113
171,146
264,185
119,201
204,269
1,47
271,207
224,192
188,177
119,174
216,222
72,250
145,132
49,102
46,91
75,220
190,128
267,187
303,123
223,200
80,118
224,198
209,122
116,132
69,295
265,186
102,29
87,270
190,137
74,252
60,71
216,251
134,300
252,204
97,204
151,99
99,101
136,300
102,98
176,151
215,301
116,245
71,181
132,97
78,214
60,171
61,223
119,38
95,87
66,218
217,253
130,174
190,145
115,16
62,214
191,180
137,78
113,138
53,223
193,217
201,286
86,194
132,182
190,141
225,207
130,96
118,172
116,151
73,255
100,189
127,99
254,202
94,87
268,188
252,195
105,30
250,153
246,161
75,216
105,294
228,209
47,114
75,135
73,269
163,152
104,14
190,169
215,256
215,198
43,65
135,159
77,133
304,136
113,175
71,248
252,194
115,12
78,274
246,207
138,77
188,158
55,224
69,220
247,196
201,263
131,160
191,148
87,271
259,185
269,208
210,265
74,256
169,149
200,97
111,39
109,171
248,147
190,136
0,46
197,272
200,273
206,255
118,170
88,138
113,31
65,224
166,153
266,190
224,236
132,152
97,94
95,120
170,150
160,163
261,208
184,124
64,230
299,138
130,82
107,44
190,167
159,140
193,281
146,93
74,254
47,126
122,145
312,122
83,87
72,218
253,213
200,275
170,154
214,259
133,67
88,71
183,87
132,117
79,111
268,178
74,263
153,129
85,276
190,116
0,45
263,193
136,77
156,128
108,297
103,296
60,215
200,106
211,263
192,134
230,201
310,125
246,202
220,194
47,87
225,199
267,183
126,160
190,152
135,124
65,256
271,186
190,170
242,173
71,203
269,183
272,189
227,187
119,135
84,127
59,242
93,158
123,167
178,171
135,67
135,81
101,130
74,257
193,182
213,212
213,215
224,234
109,187
169,156
187,204
200,280
90,149
92,89
97,140
79,113
210,266
213,209
216,202
95,136
85,273
166,130
203,257
195,287
163,163
194,177
228,199
194,79
75,155
109,30
110,149
60,220
46,126
145,174
214,220
74,270
221,231
110,179
224,233
191,176
89,208
260,183
70,249
185,173
101,103
80,161
74,201
82,210
206,252
0,44
248,200
211,290
311,129
253,197
65,240
219,225
106,98
90,150
216,220
224,135
214,204
263,184
64,235
202,111
190,133
116,159
43,68
91,135
70,219
263,198
269,186
96,87
263,157
70,205
98,56
182,173
86,272
255,195
221,198
113,167
207,272
111,168
193,181
200,265
261,177
101,29
219,227
90,158
174,127
190,129
114,32
149,111
194,123
260,209
59,225
188,178
143,299
203,260
219,249
3,46
141,120
118,39
191,125
140,57
301,127
73,268
217,252
131,97
63,217
259,175
65,248
101,90
137,155
74,259
47,94
84,266
145,93
214,217
99,73
1,46
194,277
65,148
140,61
44,114
191,159
85,145
188,146
103,42
273,203
70,213
99,134
81,259
151,157
75,271
83,275
83,135
165,151
98,136
74,138
188,173
62,208
75,254
192,121
311,130
140,114
76,260
93,161
109,112
88,204
243,207
48,129
82,265
203,284
223,196
225,195
131,101
93,151
71,96
253,210
68,254
91,66
309,134
271,206
191,114
74,258
88,202
184,138
44,104
193,111
83,209
265,202
85,85
188,175
186,186
123,145
176,175
190,174
192,172
82,278
169,158
206,116
65,210
114,27
195,180
261,212
220,132
198,197
67,221
144,114
222,231
80,128
95,145
53,230
64,224
129,97
264,171
67,62
189,124
272,185
190,173
190,114
163,172
172,152
267,185
118,295
188,144
204,278
205,103
204,288
188,155
63,218
62,251
118,28
81,133
143,104
64,257
195,124
94,86
222,243
156,132
85,140
62,166
125,147
77,216
161,137
86,132
213,211
129,157
253,211
87,265
191,123
248,195
121,34
190,172
98,30
133,129
55,97
154,169
219,311
179,129
65,205
205,277
264,183
96,78
218,228
73,200
259,173
142,81
167,155
66,62
67,63
228,196
147,115
105,15
62,111
102,40
90,148
74,250
162,155
86,270
265,191
300,127
215,254
45,89
149,112
223,191
65,147
177,91
158,121
152,153
146,116
137,85
230,183
59,217
204,284
81,211
228,185
214,257
80,271
101,295
98,137
68,245
73,264
269,189
90,153
134,115
75,267
188,130
193,137
55,76
121,44
100,25
199,268
209,267
69,65
206,273
175,171
207,238
235,153
95,85
82,135
73,267
201,287
98,95
165,176
96,121
191,126
192,135
220,247
244,208
78,128
176,95
198,137
221,232
114,176
188,133
149,108
73,256
114,109
248,196
222,133
76,203
193,176
79,263
87,209
246,163
95,84
174,171
78,140
85,172
85,183
273,204
71,149
157,149
266,206
69,69
101,42
262,212
263,174
191,173
270,161
254,151
191,94
94,88
91,126
181,121
111,100
146,92
251,169
207,271
83,131
102,14
48,86
74,266
189,164
193,280
98,131
205,281
148,119
184,90
191,132
113,176
74,197
118,111
193,112
205,239
81,269
190,159
65,79
139,108
191,158
167,151
186,175
184,174
233,176
116,168
188,138
179,170
64,213
66,240
46,77
192,122
266,191
193,282
83,165
153,123
161,114
272,203
136,122
109,150
68,222
185,81
265,198
227,200
217,251
213,218
66,222
250,211
221,229
171,171
49,74
267,194
168,171
158,107
193,279
191,75
73,260
201,264
76,153
135,80
205,105
66,80
215,220
204,280
57,131
261,210
136,301
190,154
59,220
180,136
264,198
78,132
154,135
168,122
83,163
251,213
139,182
265,208
188,150
93,206
201,288
190,153
208,122
70,170
192,280
244,196
116,143
185,175
120,157
136,88
223,202
231,181
219,245
188,142
69,63
76,217
224,232
71,197
195,275
64,220
61,167
252,203
52,126
124,171
101,124
224,204
68,212
190,143
178,172
192,93
190,144
121,138
111,141
226,205
89,272
223,233
111,297
67,76
78,275
138,88
135,129
189,95
61,245
193,77
111,117
209,266
205,238
84,75
234,153
105,12
202,285
170,152
170,171
95,142
152,157
184,94
171,150
204,281
78,260
190,138
234,150
201,261
267,210
80,114
143,115
219,248
69,62
159,114
130,132
92,64
90,208
98,27
106,41
110,297
249,175
86,274
222,195
203,285
193,174
228,200
97,139
49,114
77,154
218,249
63,219
120,33
84,149
188,153
86,273
66,207
70,207
76,266
69,214
87,268
193,289
186,166
159,113
181,197
189,163
206,241
118,137
166,158
93,154
78,136
79,102
202,260
195,274
122,165
132,46
262,199
46,78
244,207
215,129
101,34
215,255
196,122
137,174
191,120
96,205
197,275
143,84
196,273
86,171
132,104
216,255
213,213
101,27
192,279
209,269
87,135
79,81
118,142
260,208
141,67
61,244
48,102
192,117
263,192
190,150
184,129
85,275
121,142
131,159
83,205
108,101
77,183
205,276
96,135
138,182
75,256
217,201
154,130
204,110
188,145
157,120
272,187
80,102
142,174
211,310
152,111
213,206
2,46
76,261
79,141
59,216
260,176
150,84
133,80
88,207
224,239
82,260
225,197
197,271
208,106
218,128
219,228
191,182
156,166
84,128
225,236
301,134
190,155
94,138
59,243
153,132
193,175
191,165
216,223
78,192
57,137
198,273
210,246
188,139
209,268
135,66
220,229
266,210
80,99
139,82
203,266
98,37
86,266
205,279
270,206
104,71
196,272
206,110
19,89
85,208
266,201
206,251
131,94
117,39
209,270
184,201
259,210
189,122
192,116
152,103
301,157
47,93
200,93
166,149
188,157
107,116
243,149
262,206
221,230
246,214
169,161
46,85
118,297
112,296
249,214
98,55
54,222
252,215
71,212
250,195
256,210
231,197
184,202
198,283
179,119
194,282
56,76
170,149
142,86
75,146
60,244
190,139
78,269
166,157
139,80
78,88
120,299
186,176
120,20
190,147
206,286
79,85
97,132
137,58
110,174
80,138
64,239
218,224
64,226
196,120
113,174
182,143
93,63
254,211
85,130
75,262
79,260
224,237
90,66
102,118
76,215
59,214
69,215
194,280
71,155
270,192
72,82
135,82
179,140
191,169
104,41
76,197
229,183
168,151
211,264
156,129
74,253
69,173
188,152
206,247
61,210
264,193
203,258
111,99
205,104
77,261
93,155
49,73
77,191
81,138
186,125
107,102
55,223
85,129
191,161
252,166
235,168
86,271
79,266
74,262
270,204
90,62
48,125
267,186
260,198
105,93
185,87
270,205
100,148
158,154
83,149
210,268
261,209
205,278
63,228
89,68
179,294
70,202
262,198
131,161
102,121
124,146
103,121
263,199
268,181
208,270
190,171
72,268
199,224
243,170
80,212
191,174
189,178
87,154
269,207
194,136
270,158
206,287
194,178
75,263
267,188
192,171
84,182
265,193
47,86
151,111
193,228
200,293
166,154
97,201
147,199
89,134
218,248
126,299
94,173
188,135
108,153
160,121
51,76
101,104
172,155
249,204
79,114
167,154
64,221
113,186
140,81
205,254
226,188
260,192
139,56
100,132
85,265
63,226
217,250
119,134
65,223
193,173
301,128
191,162
115,18
72,267
226,192
125,170
58,239
228,202
206,249
113,160
82,88
188,177
61,221
192,170
124,80
103,14
177,172
88,139
223,230
212,211
112,169
123,146
89,137
225,66
90,156
272,204
272,205
213,216
76,155
208,246
123,158
76,273
72,208
191,118
80,270
109,158
210,265
189,166
65,157
165,123
243,167
45,93
190,179
197,175
201,112
194,276
76,216
63,253
68,181
102,82
190,119
45,117
140,146
187,159
76,272
185,159
71,145
175,194
44,118
174,131
191,180
114,297
54,230
105,118
70,259
119,297
83,279
60,241
267,190
75,139
108,114
168,156
210,125
86,72
250,197
75,143
192,104
86,154
188,154
104,52
82,210
302,124
193,84
300,134
124,164
183,162
67,209
118,151
47,111
63,225
43,71
133,297
202,97
132,96
73,141
134,103
160,152
92,63
80,106
214,206
269,209
117,138
215,200
218,198
190,157
117,130
79,109
117,210
150,132
269,195
170,156
190,148
173,195
69,261
65,246
58,241
81,267
158,171
146,172
238,197
64,255
232,175
63,221
87,174
190,134
97,24
146,98
52,88
207,240
70,219
205,280
82,197
195,273
160,172
198,92
103,293
220,195
208,269
268,208
63,247
87,267
89,61
62,215
111,31
113,97
56,131
82,132
86,274
134,70
261,194
191,122
247,173
129,148
80,115
74,217
212,260
91,134
73,217
63,232
66,248
134,66
142,172
138,139
211,251
77,194
84,82
73,253
103,120
130,149
131,119
199,104
23,87
191,128
103,143
63,255
150,140
147,173
208,113
77,86
71,250
191,124
192,124
86,273
147,116
272,206
57,234
99,34
244,212
56,219
109,12
252,197
106,123
204,255
117,84
225,190
87,277
73,257
102,101
222,194
188,132
72,148
260,152
162,157
133,93
106,296
117,164
47,67
189,313
112,115
77,267
173,286
156,172
192,181
62,233
86,269
127,98
80,135
117,107
232,176
161,136
139,112
90,206
259,170
218,250
267,192
215,295
197,287
180,173
107,184
264,186
264,189
156,173
85,274
108,105
179,173
252,168
74,265
150,141
144,199
132,94
100,131
189,125
181,173
87,270
193,169
67,254
250,212
264,178
73,147
73,255
118,158
193,282
234,198
204,284
111,175
56,71
271,160
262,179
225,143
206,274
114,158
111,113
266,209
78,87
193,177
117,168
81,266
188,141
116,103
206,243
205,283
73,254
135,92
108,103
192,277
190,130
87,269
135,183
206,242
207,251
191,127
139,75
200,105
90,201
88,69
175,172
78,268
111,176
112,165
140,73
91,64
151,156
254,212
249,176
79,84
264,207
66,206
58,217
58,240
180,129
99,41
149,109
149,116
141,88
115,103
130,148
213,202
259,152
111,46
226,197
139,84
242,201
48,70
135,97
204,280
194,180
62,213
114,124
267,189
212,261
101,123
193,277
127,299
269,181
161,173
56,221
84,264
130,147
82,131
92,142
270,208
160,122
266,193
98,88
217,252
197,270
223,232
206,246
93,149
217,249
95,101
219,253
111,173
259,171
220,196
96,25
188,140
74,264
270,207
111,148
103,137
182,174
80,98
61,215
47,125
213,258
195,217
81,82
192,159
66,249
262,175
150,199
79,213
262,193
217,225
117,30
216,204
236,162
185,199
193,285
92,152
81,268
189,168
68,221
10,260
70,148
129,89
182,132
193,284
102,36
45,121
75,259
192,175
126,152
184,203
70,220
243,146
64,258
61,170
161,160
204,283
152,199
62,225
113,48
175,180
68,64
243,158
48,87
76,87
190,156
190,151
43,89
97,26
92,205
103,124
70,147
102,127
207,149
65,257
242,196
199,267
196,271
51,98
192,164
183,95
189,167
137,124
251,177
65,208
183,123
156,131
301,160
97,102
80,116
132,143
102,122
63,180
273,203
204,279
70,204
146,102
195,181
111,112
66,222
193,283
184,168
75,195
69,149
140,56
90,65
65,104
190,117
108,115
69,220
48,88
103,70
243,174
65,222
92,161
187,176
218,227
245,199
225,201
139,119
214,218
127,177
86,267
66,201
86,272
46,299
265,210
244,215
275,164
205,277
80,194
190,104
110,30
195,108
71,218
249,196
77,207
192,278
88,63
131,149
71,219
65,239
267,191
86,265
81,107
148,77
76,274
191,163
192,112
257,212
227,186
203,238
235,198
158,143
199,265
100,292
73,199
86,69
183,172
94,86
193,109
197,282
71,261
311,127
194,275
151,112
198,271
136,98
263,208
72,207
188,151
78,82
243,168
266,192
79,140
203,259
74,255
264,182
207,137
160,114
192,173
190,113
76,258
63,222
211,263
131,200
213,259
200,92
199,273
272,201
183,137
205,116
229,198
123,170
200,289
199,241
96,30
70,146
199,266
274,203
109,59
158,116
2,45
193,94
59,221
77,91
71,264
78,276
75,258
174,195
256,199
199,105
160,167
60,245
172,195
73,266
121,146
65,213
86,263
188,100
159,172
102,130
86,206
116,157
125,92
189,169
77,215
193,287
144,69
74,269
191,166
136,90
85,144
192,113
192,288
97,131
221,244
261,193
199,93
83,84
145,94
305,126
185,201
156,148
69,247
263,200
197,104
189,84
214,256
118,161
89,62
270,159
77,87
107,45
253,173
163,156
100,124
215,223
194,179
78,278
155,173
99,116
138,129
87,127
80,131
192,115
250,198
77,274
54,90
94,143
217,223
188,161
177,171
218,226
68,190
114,194
229,184
94,148
178,190
264,180
242,213
109,175
187,206
191,168
176,194
165,150
184,161
265,189
208,107
311,123
190,178
145,122
204,102
63,227
76,262
209,267
132,71
82,277
147,174
54,221
189,165
151,171
102,37
268,183
258,181
155,131
65,197
156,124
188,136
62,71
128,132
